Chargeback Reference Number,Transaction Date,Filing Date,Settlement Date,Issuer Bank,Merchant Name,Merchant Category,Transaction Amount,Currency,Reason Code,Chargeback Stage,Status,Analyst,SLA Met,Days to File,Days to Resolve,Resolution Channel,Merchant Risk Score,Transaction Type,Card Type,Customer Segment,Fraudulent Transaction,Fraud Type,Case Urgency,Cardholder Country
CBR660957,2025-01-07,2025-04-27,2025-01-30,Maybank,H&M,Fashion,1154.31,HKD,R104 Duplicate Charge,Arbitration,Lost,Akmal Danial,No,110,87,Automated Dispute System,35,QR,Credit,Business,No,-,Medium,Thailand
CBR123205,2023-10-24,2023-12-23,2023-11-10,UOB,Adidas,Fashion,827.99,BDT,R106 Incorrect Amount,First Chargeback,Merchant Refunded,Nadiah Saat,Yes,60,43,Automated Dispute System,62,POS,Prepaid,Premium,No,-,Medium,Thailand
CBR294969,2025-01-31,2025-03-13,2025-03-02,CIMB,Popular,Retail,507.42,CNY,R104 Duplicate Charge,Arbitration,Won,Shazlin Suhaime,Yes,41,11,In-House Review,82,POS,Debit,Regular,No,-,Medium,Thailand
CBR207241,2025-12-12,2026-03-17,2025-12-28,Standard Chartered,Trip.com,Travel,68.23,NZD,R107 Late Settlement,Pre-Arbitration,Lost,Akmal Danial,No,95,79,Manual Investigation,63,Online,Credit,Regular,No,-,Medium,Malaysia
CBR395818,2025-12-13,2026-03-15,2025-12-28,OCBC,Spotify,Subscription,1386.1,NZD,R111 Technical Error,Arbitration,Timed Out,Nadiah Saat,No,92,77,Issuer Portal,66,POS,Debit,Regular,No,-,Medium,Singapore
CBR382271,2025-03-22,2025-05-03,2025-04-11,AmBank,Texas Chicken,Food & Beverage,819.09,USD,R104 Duplicate Charge,Arbitration,Won,Shazlin Suhaime,Yes,42,22,Issuer Portal,75,Subscription,Debit,Premium,No,-,Medium,Malaysia
CBR849937,2025-03-09,2025-04-10,2025-03-21,HSBC,foodpanda,Food & Beverage,1073.04,KRW,R114 Failed Delivery,Arbitration,Lost,Shazlin Suhaime,Yes,32,20,In-House Review,56,Wallet,Debit,Regular,No,-,Medium,Singapore
CBR559713,2025-09-11,2025-09-27,2025-09-20,AmBank,Mydin,Grocery,185.22,SGD,R113 Unauthorized Recurring Charge,Arbitration,Lost,Nadiah Saat,Yes,16,7,In-House Review,32,Online,Prepaid,Regular,Yes,Friendly Fraud,Low,Malaysia
CBR862427,2023-01-10,2023-02-20,2023-01-22,AmBank,Zalora,E-commerce,783.94,IDR,R101 Unauthorized Transaction,Arbitration,Won,Akmal Danial,Yes,41,29,Automated Dispute System,43,Subscription,Prepaid,Business,Yes,Account Takeover,High,Malaysia
CBR108602,2023-11-20,2023-12-31,2023-11-29,OCBC,Lazada,E-commerce,1048.54,MYR,R107 Late Settlement,Arbitration,Won,Akmal Danial,Yes,41,32,Merchant Coordination,32,POS,Credit,Business,No,-,Medium,South Korea
CBR344119,2025-06-06,2025-09-14,2025-07-01,Standard Chartered,HBO Go,Subscription,189.77,IDR,R103 Goods Not as Described,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,No,100,75,Merchant Coordination,31,QR,Credit,Business,No,-,Low,Singapore
CBR194578,2025-04-24,2025-05-14,2025-05-03,CIMB,Trip.com,Travel,1007.2,USD,R101 Unauthorized Transaction,Pre-Arbitration,Pending Arbitration,Akmal Danial,Yes,20,11,Issuer Portal,79,Wallet,Prepaid,Business,Yes,Stolen Card,High,Hong Kong
CBR258003,2024-03-11,2024-04-05,2024-03-28,UOB,MR.DIY,Retail,455.67,MYR,R111 Technical Error,Pre-Arbitration,Pre-Arbitration Rejected,Akmal Danial,Yes,25,8,Manual Investigation,51,Online,Prepaid,Regular,No,-,Low,Thailand
CBR115440,2024-03-13,2024-04-30,2024-03-22,Standard Chartered,FamilyMart,Grocery,1236.54,CHF,R111 Technical Error,Arbitration,Arbitration Filed,Nadiah Saat,Yes,48,39,Automated Dispute System,55,Subscription,Credit,Premium,No,-,Medium,Malaysia
CBR617555,2024-09-17,2024-10-22,2024-09-28,AmBank,Adidas,Fashion,989.3,SGD,R115 Payment Method Error,Pre-Arbitration,Won,Nadiah Saat,Yes,35,24,Issuer Portal,45,QR,Debit,Business,No,-,Low,Malaysia
CBR327738,2024-12-08,2025-01-04,2024-12-18,CIMB,Padini,Fashion,510.99,JPY,R104 Duplicate Charge,First Chargeback,Lost,Shazlin Suhaime,Yes,27,17,Manual Investigation,70,POS,Debit,Premium,No,-,Medium,Malaysia
CBR458521,2024-05-24,2024-08-31,2024-06-20,CIMB,Apple Music,Subscription,1980.68,IDR,R103 Goods Not as Described,Pre-Arbitration,Pending Arbitration,Akmal Danial,No,99,72,Issuer Portal,42,Subscription,Prepaid,Regular,No,-,Medium,Philippines
CBR540656,2024-07-07,2024-10-02,2024-07-17,HSBC,Popular,Retail,23.05,GBP,R104 Duplicate Charge,Arbitration,Arbitration Filed,Akmal Danial,No,87,77,In-House Review,88,Wallet,Prepaid,Business,No,-,Medium,Vietnam
CBR426711,2025-04-01,2025-07-01,2025-04-14,CIMB,AliExpress,E-commerce,428.59,INR,R114 Failed Delivery,Pre-Arbitration,Won,Nadiah Saat,No,91,78,Manual Investigation,63,Online,Prepaid,Business,No,-,Medium,Vietnam
CBR923892,2023-06-11,2023-09-07,2023-07-03,Public Bank,HBO Go,Subscription,1642.86,HKD,R106 Incorrect Amount,Pre-Arbitration,Lost,Akmal Danial,No,88,66,Issuer Portal,71,Subscription,Prepaid,Regular,No,-,Medium,Singapore
CBR938297,2024-03-04,2024-04-08,2024-03-12,UOB,Shopee,E-commerce,1846.47,AED,R101 Unauthorized Transaction,Arbitration,Timed Out,Shazlin Suhaime,Yes,35,27,Issuer Portal,42,QR,Debit,Business,Yes,Stolen Card,High,Malaysia
CBR622605,2023-09-02,2023-12-19,2023-09-21,Public Bank,Adidas,Fashion,1328.87,AED,R108 Credit Not Processed,First Chargeback,Under Review,Shazlin Suhaime,No,108,89,Manual Investigation,46,Online,Prepaid,Regular,No,-,Medium,Thailand
CBR489438,2025-03-19,2025-06-13,2025-04-06,HSBC,IKEA,Retail,147.19,NZD,R105 Cancelled Subscription,Arbitration,Arbitration Closed,Akmal Danial,No,86,68,In-House Review,82,Online,Credit,Regular,Yes,Friendly Fraud,High,Australia
CBR586208,2024-05-26,2024-08-30,2024-06-14,Public Bank,Booking.com,Travel,77.84,AED,R107 Late Settlement,Arbitration,Won,Shazlin Suhaime,No,96,77,Merchant Coordination,74,POS,Credit,Business,Yes,Synthetic Identity,Medium,Thailand
CBR830789,2024-07-10,2024-08-22,2024-07-26,Maybank,Viu,Entertainment,1666.62,HKD,R113 Unauthorized Recurring Charge,Arbitration,Won,Nadiah Saat,Yes,43,27,Merchant Coordination,67,QR,Debit,Business,Yes,Friendly Fraud,High,Singapore
CBR929868,2025-04-28,2025-08-12,2025-05-17,RHB,Starbucks,Food & Beverage,535.96,CHF,R110 Customer Dispute,First Chargeback,Won,Nadiah Saat,No,106,87,Automated Dispute System,32,Subscription,Debit,Regular,No,-,Low,United States
CBR133278,2025-03-28,2025-05-26,2025-04-21,Standard Chartered,MR.DIY,Retail,1365.16,JPY,R106 Incorrect Amount,First Chargeback,Representment Received,Akmal Danial,Yes,59,35,Manual Investigation,86,POS,Prepaid,Premium,No,-,Medium,Malaysia
CBR446290,2025-02-18,2025-04-10,2025-03-15,Public Bank,Adidas,Fashion,1711.98,SGD,R112 Billing Issue,Pre-Arbitration,Manual Review Required,Shazlin Suhaime,Yes,51,26,Merchant Coordination,74,QR,Debit,Regular,No,-,Medium,United Kingdom
CBR184120,2024-05-12,2024-08-19,2024-05-30,OCBC,eBay,E-commerce,625.54,JPY,R107 Late Settlement,First Chargeback,Merchant Refunded,Shazlin Suhaime,No,99,81,Automated Dispute System,79,Wallet,Prepaid,Business,No,-,Medium,Thailand
CBR984522,2025-05-04,2025-06-05,2025-05-19,Public Bank,YouTube Premium,Subscription,1188.05,CAD,R102 Services Not Received,Pre-Arbitration,Pre-Arbitration Rejected,Nadiah Saat,Yes,32,17,Automated Dispute System,61,Online,Debit,Business,No,-,Medium,Thailand
CBR887029,2023-12-04,2023-12-24,2023-12-22,UOB,HBO Go,Subscription,1150.81,CNY,R109 Fraudulent Activity,First Chargeback,Submitted,Nadiah Saat,Yes,20,2,In-House Review,81,Subscription,Debit,Regular,Yes,Friendly Fraud,High,South Korea
CBR253184,2023-07-22,2023-09-09,2023-07-31,Standard Chartered,AliExpress,E-commerce,1211.51,AUD,R114 Failed Delivery,Arbitration,Lost,Nadiah Saat,Yes,49,40,Manual Investigation,67,Wallet,Prepaid,Business,No,-,Medium,Malaysia
CBR158760,2025-04-10,2025-05-16,2025-04-24,OCBC,Jaya Grocer,Grocery,1272.92,CHF,R109 Fraudulent Activity,First Chargeback,Timed Out,Nadiah Saat,Yes,36,22,Automated Dispute System,90,Online,Debit,Premium,Yes,Phishing,High,Malaysia
CBR379449,2025-01-23,2025-04-21,2025-02-16,Maybank,Sephora,E-commerce,1361.87,SGD,R110 Customer Dispute,First Chargeback,Won,Akmal Danial,No,88,64,Merchant Coordination,88,QR,Debit,Business,No,-,Medium,Vietnam
CBR913331,2023-08-15,2023-10-05,2023-08-24,Bank Islam,McDonald,Food & Beverage,1693.49,THB,R106 Incorrect Amount,Arbitration,Timed Out,Shazlin Suhaime,Yes,51,42,Issuer Portal,53,QR,Debit,Regular,No,-,Medium,Thailand
CBR511484,2024-04-30,2024-07-01,2024-05-10,Maybank,foodpanda,Food & Beverage,400.07,CHF,R111 Technical Error,Arbitration,Won,Nadiah Saat,No,62,52,Issuer Portal,52,Wallet,Prepaid,Business,No,-,Low,India
CBR174852,2024-08-25,2024-11-05,2024-09-15,Bank Islam,Netflix,Entertainment,1852.44,INR,R102 Services Not Received,Pre-Arbitration,Merchant Refunded,Nadiah Saat,No,72,51,Issuer Portal,38,QR,Credit,Regular,No,-,Medium,Malaysia
CBR669578,2024-02-09,2024-03-14,2024-02-21,UOB,Jaya Grocer,Grocery,1147.86,CHF,R113 Unauthorized Recurring Charge,Arbitration,Arbitration Filed,Nadiah Saat,Yes,34,22,Automated Dispute System,53,POS,Debit,Premium,Yes,Friendly Fraud,High,Indonesia
CBR592984,2024-09-15,2024-10-24,2024-09-26,Maybank,Amazon,E-commerce,1201.78,CHF,R102 Services Not Received,First Chargeback,Merchant Refunded,Akmal Danial,Yes,39,28,Merchant Coordination,62,QR,Prepaid,Business,No,-,Medium,Malaysia
CBR290425,2023-05-19,2023-07-31,2023-06-11,Standard Chartered,Shopee,E-commerce,1863.73,EUR,R104 Duplicate Charge,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,No,73,50,In-House Review,86,Subscription,Debit,Regular,No,-,Medium,Indonesia
CBR301528,2025-10-14,2025-12-28,2025-11-03,Public Bank,Sephora,E-commerce,561.96,GBP,R107 Late Settlement,First Chargeback,Timed Out,Akmal Danial,No,75,55,Manual Investigation,37,Subscription,Debit,Business,No,-,Low,South Korea
CBR982417,2023-01-11,2023-03-19,2023-01-26,Bank Islam,Grab,Transport,523.8,MYR,R112 Billing Issue,Pre-Arbitration,Lost,Shazlin Suhaime,No,67,52,In-House Review,41,Subscription,Credit,Regular,No,-,Low,South Korea
CBR362227,2025-05-24,2025-08-02,2025-06-05,UOB,Amazon,E-commerce,1596.24,GBP,R102 Services Not Received,Arbitration,Won,Nadiah Saat,No,70,58,Manual Investigation,60,POS,Prepaid,Premium,No,-,Medium,Thailand
CBR956949,2025-06-19,2025-09-28,2025-07-15,Maybank,Astro,Subscription,669.46,CAD,R112 Billing Issue,First Chargeback,Won,Nadiah Saat,No,101,75,Merchant Coordination,69,Online,Debit,Business,No,-,Medium,Malaysia
CBR500112,2024-01-02,2024-02-16,2024-02-01,Standard Chartered,Tealive,Food & Beverage,180.42,AUD,R111 Technical Error,Arbitration,Won,Shazlin Suhaime,Yes,45,15,In-House Review,49,Wallet,Prepaid,Business,No,-,Low,India
CBR968485,2024-03-28,2024-05-03,2024-04-19,Standard Chartered,Tealive,Food & Beverage,469.97,EUR,R109 Fraudulent Activity,Pre-Arbitration,Withdrawn by Cardholder,Akmal Danial,Yes,36,14,In-House Review,66,POS,Debit,Business,Yes,Phishing,Medium,Malaysia
CBR113228,2025-01-09,2025-04-17,2025-02-04,Maybank,Boost Juice,Food & Beverage,561.0,SGD,R108 Credit Not Processed,First Chargeback,Won,Akmal Danial,No,98,72,Merchant Coordination,67,QR,Prepaid,Regular,No,-,Medium,South Korea
CBR227885,2024-03-11,2024-05-13,2024-04-06,OCBC,TNG eWallet,Transport,142.19,KRW,R104 Duplicate Charge,Arbitration,Won,Shazlin Suhaime,Yes,63,37,Automated Dispute System,89,Wallet,Debit,Business,No,-,Medium,Singapore
CBR905459,2025-04-20,2025-05-27,2025-05-16,Public Bank,Secret Recipe,Food & Beverage,1725.99,AUD,R111 Technical Error,First Chargeback,Lost,Shazlin Suhaime,Yes,37,11,Issuer Portal,54,Subscription,Prepaid,Premium,No,-,Medium,Indonesia
CBR849398,2024-08-03,2024-08-30,2024-08-22,OCBC,Astro,Subscription,1442.48,BDT,R113 Unauthorized Recurring Charge,First Chargeback,Submitted,Nadiah Saat,Yes,27,8,Merchant Coordination,82,Subscription,Debit,Business,Yes,Friendly Fraud,High,Thailand
CBR361055,2023-12-18,2024-01-22,2024-01-10,OCBC,eBay,E-commerce,73.66,AUD,R109 Fraudulent Activity,First Chargeback,Withdrawn by Cardholder,Shazlin Suhaime,Yes,35,12,Manual Investigation,38,Online,Credit,Premium,Yes,Account Takeover,Low,Indonesia
CBR503489,2023-01-26,2023-03-03,2023-02-18,AmBank,Viu,Entertainment,353.85,SGD,R114 Failed Delivery,Pre-Arbitration,Manual Review Required,Akmal Danial,Yes,36,13,Merchant Coordination,35,POS,Prepaid,Regular,No,-,Low,Malaysia
CBR908688,2025-04-27,2025-08-05,2025-05-27,Maybank,Secret Recipe,Food & Beverage,510.28,IDR,R106 Incorrect Amount,Pre-Arbitration,Pending Arbitration,Akmal Danial,No,100,70,Manual Investigation,80,Subscription,Prepaid,Regular,No,-,Medium,Philippines
CBR564478,2025-09-21,2025-10-17,2025-10-15,Maybank,Disney+,Entertainment,1738.9,KRW,R109 Fraudulent Activity,First Chargeback,Additional Info Requested,Nadiah Saat,Yes,26,2,Automated Dispute System,80,Wallet,Credit,Regular,Yes,Stolen Card,High,Malaysia
CBR359168,2023-06-15,2023-07-15,2023-07-04,Standard Chartered,foodpanda,Food & Beverage,1620.41,PHP,R110 Customer Dispute,Pre-Arbitration,Won,Akmal Danial,Yes,30,11,Issuer Portal,65,QR,Credit,Business,No,-,Medium,India
CBR873449,2025-10-24,2025-12-08,2025-11-07,Standard Chartered,Spotify,Subscription,731.15,INR,R104 Duplicate Charge,Pre-Arbitration,Won,Shazlin Suhaime,Yes,45,31,Manual Investigation,52,QR,Prepaid,Premium,No,-,Low,Malaysia
CBR135138,2023-12-23,2024-02-09,2024-01-02,Public Bank,FamilyMart,Grocery,1440.36,USD,R105 Cancelled Subscription,First Chargeback,Merchant Refunded,Shazlin Suhaime,Yes,48,38,In-House Review,69,QR,Credit,Regular,Yes,Friendly Fraud,High,Malaysia
CBR308855,2024-11-10,2025-02-14,2024-11-19,AmBank,AirAsia,Travel,1939.31,AUD,R107 Late Settlement,First Chargeback,Timed Out,Nadiah Saat,No,96,87,In-House Review,86,Wallet,Credit,Regular,No,-,Medium,Malaysia
CBR583220,2024-10-12,2024-11-06,2024-10-27,Bank Islam,AEON,Grocery,936.03,INR,R107 Late Settlement,Pre-Arbitration,Manual Review Required,Akmal Danial,Yes,25,10,Manual Investigation,74,Wallet,Debit,Premium,No,-,Medium,Singapore
CBR871041,2024-10-17,2024-11-21,2024-11-13,RHB,AEON,Grocery,1802.74,AUD,R103 Goods Not as Described,First Chargeback,Submitted,Shazlin Suhaime,Yes,35,8,Issuer Portal,39,QR,Credit,Regular,No,-,Medium,Malaysia
CBR908447,2025-07-24,2025-10-02,2025-08-11,HSBC,Boost Juice,Food & Beverage,1266.21,HKD,R114 Failed Delivery,Pre-Arbitration,Won,Akmal Danial,No,70,52,In-House Review,44,Wallet,Debit,Regular,Yes,Friendly Fraud,High,Singapore
CBR198524,2025-11-23,2026-02-19,2025-11-30,UOB,Digi,Telecom,1406.89,NZD,R107 Late Settlement,First Chargeback,Lost,Shazlin Suhaime,No,88,81,Merchant Coordination,61,QR,Prepaid,Business,No,-,Medium,India
CBR646453,2023-08-09,2023-09-11,2023-08-25,OCBC,Mydin,Grocery,1684.12,NZD,R110 Customer Dispute,Pre-Arbitration,Lost,Nadiah Saat,Yes,33,17,Issuer Portal,61,Online,Debit,Business,No,-,Medium,Malaysia
CBR798359,2024-02-26,2024-05-31,2024-03-09,Public Bank,Astro,Subscription,1016.84,BDT,R102 Services Not Received,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,No,95,83,Merchant Coordination,87,Wallet,Credit,Regular,No,-,Medium,Vietnam
CBR318572,2024-07-30,2024-09-06,2024-08-13,Bank Islam,Watsons,Retail,327.57,USD,R105 Cancelled Subscription,Arbitration,Lost,Nadiah Saat,Yes,38,24,Merchant Coordination,72,QR,Prepaid,Premium,No,-,Medium,Indonesia
CBR595793,2023-07-23,2023-09-18,2023-08-05,Maybank,IKEA,Retail,901.38,IDR,R110 Customer Dispute,First Chargeback,Merchant Refunded,Nadiah Saat,Yes,57,44,Issuer Portal,34,QR,Debit,Premium,No,-,Low,United States
CBR508024,2023-04-28,2023-06-22,2023-05-20,RHB,Digi,Telecom,653.01,CNY,R110 Customer Dispute,First Chargeback,Submitted,Akmal Danial,Yes,55,33,Manual Investigation,84,Wallet,Debit,Premium,No,-,Medium,Malaysia
CBR814544,2024-09-06,2024-10-25,2024-09-28,CIMB,Domino,Food & Beverage,1182.63,GBP,R101 Unauthorized Transaction,First Chargeback,Submitted,Shazlin Suhaime,Yes,49,27,Issuer Portal,38,QR,Credit,Premium,Yes,Account Takeover,High,Vietnam
CBR427270,2024-05-02,2024-07-28,2024-05-30,CIMB,Popular,Retail,200.52,HKD,R112 Billing Issue,Pre-Arbitration,Lost,Nadiah Saat,No,87,59,Manual Investigation,61,QR,Debit,Premium,No,-,Medium,Malaysia
CBR438756,2025-08-23,2025-10-14,2025-09-06,Bank Islam,Setel,Transport,995.88,BDT,R108 Credit Not Processed,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,Yes,52,38,Issuer Portal,38,Online,Prepaid,Premium,No,-,Low,Singapore
CBR266316,2023-04-11,2023-05-22,2023-04-23,HSBC,Amazon,E-commerce,1477.78,NZD,R103 Goods Not as Described,Pre-Arbitration,Won,Shazlin Suhaime,Yes,41,29,In-House Review,77,QR,Debit,Business,No,-,Medium,Malaysia
CBR759726,2023-04-23,2023-05-21,2023-05-02,AmBank,Nike,Fashion,1383.04,AUD,R110 Customer Dispute,Arbitration,Won,Shazlin Suhaime,Yes,28,19,In-House Review,75,POS,Credit,Premium,Yes,Phishing,High,Thailand
CBR863611,2024-08-19,2024-10-21,2024-09-13,Maybank,McDonald,Food & Beverage,1641.03,NZD,R111 Technical Error,Arbitration,Arbitration Closed,Nadiah Saat,Yes,63,38,In-House Review,44,POS,Credit,Premium,No,-,Medium,Vietnam
CBR144235,2023-02-04,2023-04-16,2023-03-05,RHB,Tesco,Grocery,992.57,AED,R111 Technical Error,Arbitration,Arbitration Closed,Shazlin Suhaime,Yes,71,42,Manual Investigation,79,POS,Prepaid,Regular,No,-,Medium,Malaysia
CBR880900,2025-01-13,2025-03-11,2025-01-27,Public Bank,Disney+,Entertainment,930.11,JPY,R104 Duplicate Charge,Pre-Arbitration,Pre-Arbitration Submitted,Shazlin Suhaime,Yes,57,43,Manual Investigation,65,POS,Debit,Premium,No,-,Medium,Thailand
CBR676276,2024-06-11,2024-07-05,2024-06-20,RHB,GrabFood,Food & Beverage,1654.38,SGD,R103 Goods Not as Described,Arbitration,Timed Out,Akmal Danial,Yes,24,15,Manual Investigation,65,POS,Prepaid,Business,No,-,Medium,Malaysia
CBR646230,2023-07-21,2023-10-25,2023-08-18,RHB,Padini,Fashion,1035.72,IDR,R104 Duplicate Charge,Arbitration,Arbitration Closed,Nadiah Saat,No,96,68,In-House Review,62,QR,Prepaid,Premium,No,-,Medium,Malaysia
CBR228074,2023-03-16,2023-07-02,2023-04-11,RHB,IKEA,Retail,1270.44,USD,R112 Billing Issue,First Chargeback,Won,Nadiah Saat,No,108,82,In-House Review,88,Online,Prepaid,Premium,Yes,Stolen Card,High,Malaysia
CBR365617,2025-11-05,2026-02-20,2025-11-28,AmBank,Astro,Subscription,506.4,CNY,R110 Customer Dispute,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,No,107,84,Issuer Portal,57,QR,Prepaid,Premium,No,-,Low,Singapore
CBR604605,2023-11-03,2023-11-28,2023-11-18,Bank Islam,IKEA,Retail,410.76,KRW,R113 Unauthorized Recurring Charge,Pre-Arbitration,Won,Shazlin Suhaime,Yes,25,10,In-House Review,52,POS,Debit,Regular,Yes,Friendly Fraud,Low,Vietnam
CBR769536,2023-09-09,2023-11-10,2023-09-21,Bank Islam,HBO Go,Subscription,1925.07,CNY,R111 Technical Error,First Chargeback,Additional Info Requested,Shazlin Suhaime,No,62,50,Merchant Coordination,41,Wallet,Debit,Business,No,-,Medium,Thailand
CBR413328,2024-12-12,2025-02-26,2025-01-03,Maybank,Expedia,Travel,425.59,USD,R108 Credit Not Processed,First Chargeback,Won,Shazlin Suhaime,No,76,54,Merchant Coordination,61,Subscription,Credit,Premium,No,-,Medium,Philippines
CBR308376,2023-03-17,2023-06-22,2023-03-27,Public Bank,Charles & Keith,Fashion,595.86,CAD,R111 Technical Error,First Chargeback,Additional Info Requested,Shazlin Suhaime,No,97,87,Issuer Portal,80,Online,Credit,Business,No,-,Medium,Malaysia
CBR477934,2023-03-03,2023-05-26,2023-03-13,Maybank,Mydin,Grocery,577.98,NZD,R107 Late Settlement,Pre-Arbitration,Withdrawn by Cardholder,Shazlin Suhaime,No,84,74,Issuer Portal,62,Subscription,Credit,Business,No,-,Medium,Singapore
CBR154617,2024-07-13,2024-08-26,2024-07-31,OCBC,GrabFood,Food & Beverage,1968.31,BDT,R109 Fraudulent Activity,First Chargeback,Under Review,Akmal Danial,Yes,44,26,In-House Review,89,QR,Prepaid,Business,Yes,Phishing,High,Malaysia
CBR799080,2023-07-05,2023-08-02,2023-07-20,UOB,Tesco,Grocery,336.75,PHP,R101 Unauthorized Transaction,First Chargeback,Won,Akmal Danial,Yes,28,13,Merchant Coordination,48,Online,Credit,Business,Yes,Stolen Card,Low,Malaysia
CBR328367,2025-07-16,2025-08-26,2025-08-15,AmBank,Booking.com,Travel,554.14,INR,R107 Late Settlement,Pre-Arbitration,Lost,Akmal Danial,Yes,41,11,Automated Dispute System,81,Wallet,Credit,Business,No,-,Medium,Thailand
CBR218414,2024-03-19,2024-04-21,2024-04-13,UOB,McDonald,Food & Beverage,1856.28,AED,R115 Payment Method Error,Arbitration,Arbitration Closed,Shazlin Suhaime,Yes,33,8,Issuer Portal,67,POS,Debit,Premium,No,-,Medium,Thailand
CBR347428,2023-06-19,2023-09-16,2023-06-26,RHB,Uniqlo,Fashion,403.4,NZD,R111 Technical Error,First Chargeback,Under Review,Akmal Danial,No,89,82,In-House Review,62,Subscription,Debit,Premium,No,-,Medium,Singapore
CBR763653,2023-04-30,2023-08-04,2023-05-09,Public Bank,McDonald,Food & Beverage,1596.18,AUD,R112 Billing Issue,Pre-Arbitration,Pre-Arbitration Submitted,Shazlin Suhaime,No,96,87,Manual Investigation,87,QR,Credit,Business,No,-,Medium,Malaysia
CBR555251,2024-08-01,2024-09-01,2024-08-15,OCBC,Watsons,Retail,1443.67,IDR,R113 Unauthorized Recurring Charge,First Chargeback,Won,Shazlin Suhaime,Yes,31,17,Merchant Coordination,30,QR,Prepaid,Regular,Yes,Friendly Fraud,High,India
CBR440277,2024-05-31,2024-08-07,2024-06-13,HSBC,MAXIS,Telecom,1057.78,EUR,R111 Technical Error,Arbitration,Arbitration Closed,Shazlin Suhaime,No,68,55,Automated Dispute System,48,Subscription,Prepaid,Regular,Yes,Stolen Card,High,Singapore
CBR115799,2023-03-16,2023-06-17,2023-04-10,HSBC,AliExpress,E-commerce,632.23,SGD,R106 Incorrect Amount,First Chargeback,Won,Akmal Danial,No,93,68,Manual Investigation,85,Online,Debit,Premium,No,-,Medium,United Kingdom
CBR275490,2025-10-27,2026-01-29,2025-11-08,UOB,Nike,Fashion,138.49,SGD,R103 Goods Not as Described,Pre-Arbitration,Won,Nadiah Saat,No,94,82,Automated Dispute System,81,QR,Prepaid,Business,No,-,Medium,India
CBR932978,2025-07-23,2025-11-03,2025-08-06,Bank Islam,PG Mall,E-commerce,298.68,AUD,R110 Customer Dispute,Arbitration,Timed Out,Akmal Danial,No,103,89,Manual Investigation,73,POS,Credit,Regular,No,-,Medium,Thailand
CBR389511,2023-05-21,2023-06-20,2023-06-13,Public Bank,GrabFood,Food & Beverage,1040.76,INR,R115 Payment Method Error,Pre-Arbitration,Manual Review Required,Akmal Danial,Yes,30,7,Automated Dispute System,43,POS,Debit,Premium,No,-,Medium,Thailand
